,date,incidents,n_killed,n_injured,year
760,2015-08-08,194,59,119,2014
761,2015-08-09,181,49,98,2014
762,2015-08-10,143,36,80,2014
763,2015-08-11,158,40,74,2014
764,2015-08-12,158,33,73,2014
765,2015-08-13,176,30,68,2014
766,2015-08-14,145,41,69,2014
767,2015-08-15,144,34,88,2014
768,2015-08-16,179,49,136,2014
769,2015-08-17,150,28,74,2014
770,2015-08-18,148,32,68,2014
771,2015-08-19,156,36,63,2014
772,2015-08-20,142,31,61,2014
773,2015-08-21,164,35,99,2014
774,2015-08-22,168,44,99,2014
775,2015-08-23,174,52,102,2014
776,2015-08-24,171,37,90,2014
777,2015-08-25,165,37,79,2014
778,2015-08-26,131,39,57,2014
779,2015-08-27,131,30,64,2014
780,2015-08-28,139,39,59,2014
781,2015-08-29,188,47,113,2014
782,2015-08-30,182,41,106,2014
783,2015-08-31,144,26,74,2014
784,2015-09-01,168,39,93,2014
785,2015-09-02,176,35,90,2014
786,2015-09-03,144,23,67,2014
787,2015-09-04,152,33,69,2014
788,2015-09-05,189,48,115,2014
789,2015-09-06,194,63,105,2014
790,2015-09-07,167,49,83,2014
791,2015-09-08,168,34,76,2014
792,2015-09-09,168,47,68,2014
793,2015-09-10,136,45,52,2014
794,2015-09-11,148,53,67,2014
795,2015-09-12,164,42,116,2014
796,2015-09-13,189,56,101,2014
797,2015-09-14,142,26,64,2014
798,2015-09-15,139,36,68,2014
799,2015-09-16,150,41,55,2014
800,2015-09-17,149,49,65,2014
801,2015-09-18,173,31,72,2014
802,2015-09-19,171,58,94,2014
803,2015-09-20,196,51,127,2014
804,2015-09-21,130,28,62,2014
805,2015-09-22,163,48,79,2014
806,2015-09-23,171,40,78,2014
807,2015-09-24,164,27,66,2014
808,2015-09-25,147,39,71,2014
809,2015-09-26,164,38,97,2014
810,2015-09-27,197,46,119,2014
811,2015-09-28,151,39,98,2014
812,2015-09-29,130,44,48,2014
813,2015-09-30,149,39,61,2014
814,2015-10-01,150,38,77,2014
815,2015-10-02,125,29,63,2014
816,2015-10-03,126,28,74,2014
817,2015-10-04,135,45,64,2014
818,2015-10-05,145,32,65,2014
819,2015-10-06,133,31,63,2014
820,2015-10-07,132,33,54,2014
821,2015-10-08,137,35,54,2014
822,2015-10-09,147,33,74,2014
823,2015-10-10,147,48,97,2014
824,2015-10-11,155,40,73,2014
825,2015-10-12,140,35,65,2014
826,2015-10-13,149,30,69,2014
827,2015-10-14,147,27,70,2014
828,2015-10-15,141,36,58,2014
829,2015-10-16,115,25,55,2014
830,2015-10-17,164,47,117,2014
831,2015-10-18,144,36,85,2014
832,2015-10-19,161,31,85,2014
833,2015-10-20,152,40,63,2014
834,2015-10-21,160,37,69,2014
835,2015-10-22,160,32,70,2014
836,2015-10-23,130,31,46,2014
837,2015-10-24,176,45,96,2014
838,2015-10-25,167,39,102,2014
839,2015-10-26,129,38,61,2014
840,2015-10-27,142,28,65,2014
841,2015-10-28,140,41,72,2014
842,2015-10-29,139,28,65,2014
843,2015-10-30,138,31,72,2014
844,2015-10-31,176,43,114,2014
845,2015-11-01,188,41,107,2014
846,2015-11-02,161,34,80,2014
847,2015-11-03,156,36,75,2014
848,2015-11-04,148,43,62,2014
849,2015-11-05,139,31,62,2014
850,2015-11-06,162,26,77,2014
851,2015-11-07,150,47,71,2014
852,2015-11-08,154,29,97,2014
853,2015-11-09,135,43,68,2014
854,2015-11-10,141,38,49,2014
855,2015-11-11,135,35,63,2014
856,2015-11-12,168,35,78,2014
857,2015-11-13,136,38,75,2014
858,2015-11-14,127,40,73,2014
859,2015-11-15,137,47,67,2014
860,2015-11-16,154,47,74,2014
861,2015-11-17,146,33,86,2014
862,2015-11-18,117,22,55,2014
863,2015-11-19,118,43,40,2014
864,2015-11-20,146,33,79,2014
865,2015-11-21,140,41,67,2014
866,2015-11-22,123,35,93,2014
867,2015-11-23,135,41,67,2014
868,2015-11-24,132,24,71,2014
869,2015-11-25,147,44,64,2014
870,2015-11-26,115,34,68,2014
871,2015-11-27,122,43,68,2014
872,2015-11-28,158,55,71,2014
873,2015-11-29,129,41,73,2014
874,2015-11-30,143,34,68,2014
875,2015-12-01,150,35,63,2014
876,2015-12-02,130,47,67,2014
877,2015-12-03,123,32,57,2014
878,2015-12-04,135,43,59,2014
879,2015-12-05,178,42,96,2014
880,2015-12-06,152,40,81,2014
881,2015-12-07,113,28,52,2014
882,2015-12-08,155,35,80,2014
883,2015-12-09,156,39,62,2014
884,2015-12-10,153,30,84,2014
885,2015-12-11,131,30,75,2014
886,2015-12-12,143,40,72,2014
887,2015-12-13,159,45,94,2014
888,2015-12-14,138,40,69,2014
889,2015-12-15,144,33,71,2014
890,2015-12-16,145,43,70,2014
891,2015-12-17,132,35,67,2014
892,2015-12-18,134,32,64,2014
893,2015-12-19,155,41,91,2014
894,2015-12-20,163,45,102,2014
895,2015-12-21,148,50,77,2014
896,2015-12-22,153,33,64,2014
897,2015-12-23,137,44,69,2014
898,2015-12-24,128,43,55,2014
899,2015-12-25,131,41,82,2014
900,2015-12-26,153,48,82,2014
901,2015-12-27,171,49,105,2014
902,2015-12-28,134,38,69,2014
903,2015-12-29,126,26,60,2014
904,2015-12-30,134,31,58,2014
905,2015-12-31,151,28,87,2014
906,2016-01-01,221,61,114,2014
907,2016-01-02,142,32,79,2014
908,2016-01-03,164,38,100,2014
909,2016-01-04,149,28,71,2014
910,2016-01-05,140,39,56,2014
911,2016-01-06,141,41,53,2014
912,2016-01-07,165,32,87,2014
913,2016-01-08,161,40,75,2014
914,2016-01-09,158,39,80,2014
915,2016-01-10,129,32,63,2014
916,2016-01-11,152,34,79,2014
917,2016-01-12,142,29,60,2014
918,2016-01-13,157,32,73,2014
919,2016-01-14,120,21,61,2014
920,2016-01-15,138,41,65,2014
921,2016-01-16,155,41,83,2014
922,2016-01-17,137,39,69,2014
923,2016-01-18,118,31,65,2014
924,2016-01-19,129,32,51,2014
925,2016-01-20,126,30,44,2014
926,2016-01-21,121,32,55,2014
927,2016-01-22,124,33,51,2014
928,2016-01-23,146,48,79,2014
929,2016-01-24,113,25,56,2014
930,2016-01-25,162,42,90,2014
931,2016-01-26,145,32,68,2014
932,2016-01-27,148,49,60,2014
933,2016-01-28,157,34,69,2014
934,2016-01-29,176,42,89,2014
935,2016-01-30,181,55,119,2014
936,2016-01-31,173,35,86,2014
937,2016-02-01,139,31,58,2014
938,2016-02-02,142,25,74,2014
939,2016-02-03,132,26,64,2014
940,2016-02-04,137,38,56,2014
941,2016-02-05,144,39,61,2014
942,2016-02-06,133,41,82,2014
943,2016-02-07,155,53,90,2014
944,2016-02-08,133,25,65,2014
945,2016-02-09,122,32,57,2014
946,2016-02-10,119,33,46,2014
947,2016-02-11,112,38,40,2014
948,2016-02-12,125,33,51,2014
949,2016-02-13,126,36,59,2014
950,2016-02-14,128,32,67,2014
951,2016-02-15,132,29,56,2014
952,2016-02-16,128,35,59,2014
953,2016-02-17,145,29,60,2014
954,2016-02-18,153,29,61,2014
955,2016-02-19,150,35,70,2014
956,2016-02-20,159,48,97,2014
957,2016-02-21,174,48,78,2014
958,2016-02-22,136,25,52,2014
959,2016-02-23,148,43,60,2014
960,2016-02-24,122,27,49,2014
961,2016-02-25,108,23,58,2014
962,2016-02-26,128,32,59,2014
963,2016-02-27,150,38,90,2014
964,2016-02-28,142,35,78,2014
965,2016-02-29,145,26,67,2014
966,2016-03-01,155,32,80,2014
967,2016-03-02,127,34,41,2014
968,2016-03-03,137,21,54,2014
969,2016-03-04,135,29,65,2014
970,2016-03-05,175,43,91,2014
971,2016-03-06,147,37,96,2014
972,2016-03-07,173,42,82,2014
973,2016-03-08,180,39,89,2014
974,2016-03-09,167,31,81,2014
975,2016-03-10,164,41,62,2014
976,2016-03-11,156,50,74,2014
977,2016-03-12,153,31,110,2014
978,2016-03-13,160,44,81,2014
979,2016-03-14,160,41,84,2014
980,2016-03-15,145,30,81,2014
981,2016-03-16,164,31,72,2014
982,2016-03-17,145,40,65,2014
983,2016-03-18,169,40,82,2014
984,2016-03-19,151,54,83,2014
985,2016-03-20,133,38,61,2014
986,2016-03-21,166,41,79,2014
987,2016-03-22,152,30,78,2014
988,2016-03-23,155,42,73,2014
989,2016-03-24,159,45,67,2014
990,2016-03-25,148,42,77,2014
991,2016-03-26,164,44,91,2014
992,2016-03-27,172,44,112,2014
993,2016-03-28,166,31,86,2014
994,2016-03-29,171,32,74,2014
995,2016-03-30,180,32,82,2014
996,2016-03-31,163,50,77,2014
997,2016-04-01,150,35,67,2014
998,2016-04-02,150,46,80,2014
999,2016-04-03,154,32,82,2014
1000,2016-04-04,136,26,65,2014
1001,2016-04-05,133,29,61,2014
1002,2016-04-06,163,30,73,2014
1003,2016-04-07,121,26,55,2014
1004,2016-04-08,138,35,55,2014
1005,2016-04-09,140,33,72,2014
1006,2016-04-10,183,54,118,2014
1007,2016-04-11,164,39,71,2014
1008,2016-04-12,150,39,59,2014
1009,2016-04-13,149,31,64,2014
1010,2016-04-14,133,27,59,2014
1011,2016-04-15,148,40,57,2014
1012,2016-04-16,184,50,107,2014
1013,2016-04-17,190,67,105,2014
1014,2016-04-18,164,34,87,2014
1015,2016-04-19,170,43,87,2014
1016,2016-04-20,165,30,68,2014
1017,2016-04-21,156,22,64,2014
1018,2016-04-22,145,49,52,2014
1019,2016-04-23,172,43,122,2014
1020,2016-04-24,176,47,108,2014
1021,2016-04-25,162,41,97,2014
1022,2016-04-26,151,44,67,2014
1023,2016-04-27,165,42,66,2014
1024,2016-04-28,168,41,57,2014
1025,2016-04-29,138,33,80,2014
1026,2016-04-30,154,44,71,2014
1027,2016-05-01,175,29,105,2014
1028,2016-05-02,149,32,63,2014
1029,2016-05-03,148,36,70,2014
1030,2016-05-04,147,33,75,2014
1031,2016-05-05,147,29,66,2014
1032,2016-05-06,153,36,81,2014
1033,2016-05-07,188,52,105,2014
1034,2016-05-08,172,43,100,2014
1035,2016-05-09,160,34,77,2014
1036,2016-05-10,146,47,45,2014
1037,2016-05-11,175,41,83,2014
1038,2016-05-12,162,34,70,2014
1039,2016-05-13,138,36,74,2014
1040,2016-05-14,163,37,111,2014
1041,2016-05-15,164,51,96,2014
1042,2016-05-16,141,29,76,2014
1043,2016-05-17,135,33,65,2014
1044,2016-05-18,155,32,89,2014
1045,2016-05-19,169,40,60,2014
1046,2016-05-20,144,30,79,2014
1047,2016-05-21,149,24,107,2014
1048,2016-05-22,163,41,101,2014
1049,2016-05-23,164,34,95,2014
1050,2016-05-24,137,33,62,2014
1051,2016-05-25,191,41,107,2014
1052,2016-05-26,161,43,90,2014
1053,2016-05-27,142,36,89,2014
1054,2016-05-28,169,43,101,2014
1055,2016-05-29,176,39,134,2014
1056,2016-05-30,161,46,80,2014
1057,2016-05-31,158,44,78,2014
1058,2016-06-01,152,50,57,2014
1059,2016-06-02,128,34,53,2014
1060,2016-06-03,148,42,65,2014
1061,2016-06-04,165,44,93,2014
1062,2016-06-05,169,36,109,2014
1063,2016-06-06,144,44,73,2014
1064,2016-06-07,142,34,68,2014
1065,2016-06-08,184,43,89,2014
1066,2016-06-09,150,40,73,2014
1067,2016-06-10,152,40,74,2014
1068,2016-06-11,166,55,107,2014
1069,2016-06-12,160,92,138,2014
1070,2016-06-13,151,43,89,2014
1071,2016-06-14,143,39,69,2014
1072,2016-06-15,137,32,56,2014
1073,2016-06-16,148,35,61,2014
1074,2016-06-18,171,57,110,2014
1075,2016-06-19,185,42,115,2014
1076,2016-06-20,166,43,88,2014
1077,2016-06-21,159,30,101,2014
1078,2016-06-22,147,33,77,2014
1079,2016-06-23,125,33,61,2014
1080,2016-06-24,160,59,95,2014
1081,2016-06-25,162,51,115,2014
1082,2016-06-26,205,58,146,2014
1083,2016-06-27,173,36,93,2014
1084,2016-06-28,160,55,81,2014
1085,2016-06-29,141,39,74,2014
1086,2016-06-30,137,37,74,2014
1087,2016-07-01,144,52,58,2014
1088,2016-07-02,180,57,97,2014
1089,2016-07-03,167,50,104,2014
1090,2016-07-04,224,53,163,2014
1091,2016-07-05,190,53,107,2014
1092,2016-07-06,180,40,101,2014
1093,2016-07-07,129,37,91,2014
1094,2016-07-08,130,32,74,2014
1095,2016-07-09,164,50,73,2014
1096,2016-07-10,170,43,95,2014
1097,2016-07-11,156,42,90,2014
1098,2016-07-12,154,26,89,2014
1099,2016-07-13,162,38,86,2014
1100,2016-07-14,127,40,75,2014
1101,2016-07-15,150,38,81,2014
1102,2016-07-16,178,54,138,2014
1103,2016-07-17,221,66,156,2014
1104,2016-07-18,163,43,79,2014
1105,2016-07-19,178,30,85,2014
1106,2016-07-20,174,50,97,2014
1107,2016-07-21,119,30,61,2014
1108,2016-07-22,136,33,82,2014
1109,2016-07-23,200,49,141,2014
1110,2016-07-24,215,51,126,2014
1111,2016-07-25,187,40,128,2014
1112,2016-07-26,175,46,81,2014
1113,2016-07-27,169,50,86,2014
1114,2016-07-28,163,51,71,2014
1115,2016-07-29,161,34,93,2014
1116,2016-07-30,201,60,126,2014
1117,2016-07-31,183,61,104,2014
1118,2016-08-01,157,39,76,2014
1119,2016-08-02,172,39,103,2014
1120,2016-08-03,181,36,92,2014
1121,2016-08-04,179,35,100,2014
1122,2016-08-05,183,45,111,2014
1123,2016-08-06,190,52,107,2014
1124,2016-08-07,208,57,146,2014
1125,2016-08-08,169,49,102,2014
1126,2016-08-09,156,41,77,2014
1127,2016-08-10,171,48,87,2014
1128,2016-08-11,178,31,92,2014
1129,2016-08-12,184,57,86,2014
1130,2016-08-13,191,55,115,2014
1131,2016-08-14,197,59,141,2014
1132,2016-08-15,177,39,87,2014
1133,2016-08-16,166,48,66,2014
1134,2016-08-17,158,29,88,2014
1135,2016-08-18,176,53,85,2014
1136,2016-08-19,152,39,67,2014
1137,2016-08-20,184,50,132,2014
1138,2016-08-21,227,68,140,2014
1139,2016-08-22,164,50,76,2014
1140,2016-08-23,172,41,85,2014
1141,2016-08-24,160,35,74,2014
1142,2016-08-25,159,34,72,2014
1143,2016-08-26,176,46,76,2014
1144,2016-08-27,189,67,106,2014
1145,2016-08-28,230,64,151,2014
1146,2016-08-29,160,39,98,2014
1147,2016-08-30,187,46,108,2014
1148,2016-08-31,174,38,86,2014
1149,2016-09-01,179,40,86,2014
1150,2016-09-02,150,42,61,2014
1151,2016-09-03,194,45,125,2014
1152,2016-09-04,216,62,121,2014
1153,2016-09-05,207,58,132,2014
1154,2016-09-06,166,37,82,2014
1155,2016-09-07,177,44,96,2014
1156,2016-09-08,135,37,67,2014
1157,2016-09-09,154,33,82,2014
1158,2016-09-10,165,42,105,2014
1159,2016-09-11,193,54,122,2014
1160,2016-09-12,143,46,58,2014
1161,2016-09-13,149,35,79,2014
1162,2016-09-14,174,50,66,2014
1163,2016-09-15,167,35,72,2014
1164,2016-09-16,159,41,80,2014
1165,2016-09-17,186,55,117,2014
1166,2016-09-18,167,44,103,2014
1167,2016-09-19,147,41,68,2014
1168,2016-09-20,153,33,73,2014
1169,2016-09-21,165,43,87,2014
1170,2016-09-22,139,26,60,2014
1171,2016-09-23,149,47,65,2014
1172,2016-09-24,158,46,94,2014
1173,2016-09-25,193,60,119,2014
1174,2016-09-26,156,29,95,2014
1175,2016-09-27,137,32,63,2014
1176,2016-09-28,158,45,83,2014
1177,2016-09-29,160,40,74,2014
1178,2016-09-30,141,44,63,2014
1179,2016-10-01,192,53,109,2014
1180,2016-10-02,163,41,109,2014
1181,2016-10-03,134,33,68,2014
1182,2016-10-04,143,35,63,2014
1183,2016-10-05,154,39,65,2014
1184,2016-10-06,142,28,64,2014
1185,2016-10-07,129,39,53,2014
1186,2016-10-08,173,39,90,2014
1187,2016-10-09,178,54,104,2014
1188,2016-10-10,170,49,102,2014
1189,2016-10-11,152,43,84,2014
1190,2016-10-12,163,43,94,2014
1191,2016-10-13,176,34,90,2014
1192,2016-10-14,158,44,83,2014
1193,2016-10-15,208,64,127,2014
1194,2016-10-16,217,58,118,2014
1195,2016-10-17,149,32,81,2014
1196,2016-10-18,182,49,89,2014
1197,2016-10-19,196,37,88,2014
1198,2016-10-20,161,20,66,2014
1199,2016-10-21,158,31,75,2014
1200,2016-10-22,176,50,107,2014
1201,2016-10-23,178,52,101,2014
1202,2016-10-24,171,46,80,2014
1203,2016-10-25,191,49,89,2014
1204,2016-10-26,167,42,80,2014
1205,2016-10-27,152,53,67,2014
1206,2016-10-28,144,48,64,2014
1207,2016-10-29,188,50,120,2014
1208,2016-10-30,192,59,148,2014
1209,2016-10-31,194,42,114,2014
1210,2016-11-01,200,45,99,2014
1211,2016-11-02,167,47,82,2014
1212,2016-11-03,159,37,85,2014
1213,2016-11-04,159,42,77,2014
1214,2016-11-05,185,59,97,2014
1215,2016-11-06,205,64,104,2014
1216,2016-11-07,149,52,78,2014
1217,2016-11-08,135,42,64,2014
1218,2016-11-09,131,17,56,2014
1219,2016-11-10,148,41,76,2014
1220,2016-11-11,158,50,86,2014
1221,2016-11-12,179,43,116,2014
1222,2016-11-13,186,44,121,2014
1223,2016-11-14,166,50,81,2014
1224,2016-11-15,168,38,83,2014
1225,2016-11-16,171,38,80,2014
1226,2016-11-17,178,45,84,2014
1227,2016-11-18,176,57,89,2014
1228,2016-11-19,179,51,95,2014
1229,2016-11-20,154,46,80,2014
1230,2016-11-21,139,36,72,2014
1231,2016-11-22,171,45,92,2014
1232,2016-11-23,167,45,67,2014
1233,2016-11-24,149,31,91,2014
1234,2016-11-25,157,52,91,2014
1235,2016-11-26,201,49,103,2014
1236,2016-11-27,217,53,144,2014
1237,2016-11-28,175,55,85,2014
1238,2016-11-29,167,44,82,2014
1239,2016-11-30,196,50,82,2014
1240,2016-12-01,181,31,95,2014
1241,2016-12-02,177,54,81,2014
1242,2016-12-03,173,42,105,2014
1243,2016-12-04,168,50,90,2014
1244,2016-12-05,167,38,71,2014
1245,2016-12-06,147,35,72,2014
1246,2016-12-07,146,30,62,2014
1247,2016-12-08,161,42,83,2014
1248,2016-12-09,183,52,84,2014
1249,2016-12-10,154,38,78,2014
1250,2016-12-11,177,50,103,2014
1251,2016-12-12,177,41,93,2014
1252,2016-12-13,162,37,75,2014
1253,2016-12-14,166,37,69,2014
1254,2016-12-15,149,29,69,2014
1255,2016-12-16,131,32,58,2014
1256,2016-12-17,195,70,90,2014
1257,2016-12-18,127,32,61,2014
1258,2016-12-19,149,37,54,2014
1259,2016-12-20,171,43,77,2014
1260,2016-12-21,164,44,68,2014
1261,2016-12-22,141,39,71,2014
1262,2016-12-23,167,55,95,2014
1263,2016-12-24,156,54,83,2014
1264,2016-12-25,154,46,78,2014
1265,2016-12-26,174,48,89,2014
1266,2016-12-27,177,37,96,2014
1267,2016-12-28,191,48,98,2014
1268,2016-12-29,204,37,101,2014
1269,2016-12-30,155,50,65,2014
1270,2016-12-31,209,60,106,2014
1271,2017-01-01,342,74,179,2014
1272,2017-01-02,176,37,93,2014
1273,2017-01-03,201,48,98,2014
1274,2017-01-04,163,34,62,2014
1275,2017-01-05,136,31,48,2014
1276,2017-01-06,131,34,68,2014
1277,2017-01-07,144,46,75,2014
1278,2017-01-08,136,50,67,2014
1279,2017-01-09,158,48,60,2014
1280,2017-01-10,172,44,70,2014
1281,2017-01-11,171,38,85,2014
1282,2017-01-12,169,40,94,2014
1283,2017-01-13,176,53,76,2014
1284,2017-01-14,187,44,106,2014
1285,2017-01-15,177,51,96,2014
1286,2017-01-16,186,52,119,2014
1287,2017-01-17,180,37,88,2014
1288,2017-01-18,187,52,80,2014
1289,2017-01-19,163,32,73,2014
1290,2017-01-20,168,43,76,2014
1291,2017-01-21,191,46,108,2014
1292,2017-01-22,174,50,90,2014
1293,2017-01-23,162,48,73,2014
1294,2017-01-25,170,34,86,2014
1295,2017-01-26,162,50,74,2014
1296,2017-01-27,173,45,89,2014
1297,2017-01-28,195,48,118,2014
1298,2017-01-29,170,54,92,2014
1299,2017-01-30,174,49,84,2014
1300,2017-01-31,164,44,77,2014
1301,2017-02-01,170,42,70,2014
1302,2017-02-02,141,36,61,2014
1303,2017-02-03,158,43,61,2014
1304,2017-02-04,145,44,69,2014
1305,2017-02-05,152,44,80,2014
1306,2017-02-06,172,44,88,2014
1307,2017-02-07,191,54,92,2014
1308,2017-02-08,150,38,69,2014
1309,2017-02-09,155,36,68,2014
1310,2017-02-10,155,36,68,2014
1311,2017-02-11,201,45,113,2014
1312,2017-02-12,172,49,121,2014
1313,2017-02-13,160,40,63,2014
1314,2017-02-14,168,47,50,2014
1315,2017-02-15,149,51,63,2014
1316,2017-02-16,149,37,62,2014
1317,2017-02-17,169,39,77,2014
1318,2017-02-18,175,43,100,2014
1319,2017-02-19,216,51,130,2014
1320,2017-02-20,179,37,95,2014
1321,2017-02-21,163,42,64,2014
1322,2017-02-22,175,41,93,2014
1323,2017-02-23,155,42,81,2014
1324,2017-02-24,162,32,67,2014
1325,2017-02-25,144,30,87,2014
1326,2017-02-26,128,34,54,2014
1327,2017-02-27,160,33,63,2014
1328,2017-02-28,171,31,88,2014
1329,2017-03-01,149,27,61,2014
1330,2017-03-02,152,34,60,2014
1331,2017-03-03,141,28,54,2014
1332,2017-03-04,161,56,76,2014
1333,2017-03-05,154,28,84,2014
1334,2017-03-06,145,29,67,2014
1335,2017-03-07,152,30,63,2014
1336,2017-03-08,146,44,54,2014
1337,2017-03-09,161,35,64,2014
1338,2017-03-10,132,40,71,2014
1339,2017-03-11,133,36,64,2014
1340,2017-03-12,137,41,54,2014
1341,2017-03-13,134,40,58,2014
1342,2017-03-14,127,29,51,2014
1343,2017-03-15,152,44,58,2014
1344,2017-03-16,154,27,56,2014
1345,2017-03-17,150,44,62,2014
1346,2017-03-18,162,46,78,2014
1347,2017-03-19,186,53,82,2014
1348,2017-03-20,174,35,66,2014
1349,2017-03-21,170,27,79,2014
1350,2017-03-22,171,43,71,2014
1351,2017-03-23,148,34,65,2014
1352,2017-03-24,175,51,103,2014
1353,2017-03-25,202,51,117,2014
1354,2017-03-26,206,49,144,2014
1355,2017-03-27,178,52,79,2014
1356,2017-03-28,181,42,79,2014
1357,2017-03-29,206,48,86,2014
1358,2017-03-30,196,50,60,2014
1359,2017-03-31,159,27,67,2014
1360,2017-04-01,170,47,84,2014
1361,2017-04-02,196,44,106,2014
1362,2017-04-03,172,46,75,2014
1363,2017-04-04,200,38,78,2014
1364,2017-04-05,174,35,67,2014
1365,2017-04-06,165,33,74,2014
1366,2017-04-07,176,44,90,2014
1367,2017-04-08,191,41,91,2014
1368,2017-04-09,207,49,125,2014
1369,2017-04-10,193,40,88,2014
1370,2017-04-11,184,42,80,2014
1371,2017-04-12,200,36,76,2014
1372,2017-04-13,197,39,83,2014
1373,2017-04-14,196,49,66,2014
1374,2017-04-15,200,38,133,2014
1375,2017-04-16,229,50,128,2014
1376,2017-04-17,180,35,92,2014
1377,2017-04-18,178,31,85,2014
1378,2017-04-19,179,26,72,2014
1379,2017-04-20,161,46,72,2014
1380,2017-04-21,167,33,70,2014
1381,2017-04-22,222,39,113,2014
1382,2017-04-23,204,48,111,2014
1383,2017-04-24,173,45,87,2014
1384,2017-04-25,173,38,74,2014
1385,2017-04-26,192,43,96,2014
1386,2017-04-27,167,41,54,2014
1387,2017-04-28,165,37,69,2014
1388,2017-04-29,183,45,110,2014
1389,2017-04-30,183,53,99,2014
1390,2017-05-01,176,42,94,2014
1391,2017-05-02,168,38,89,2014
1392,2017-05-03,185,42,62,2014
1393,2017-05-04,120,23,44,2014
1394,2017-05-05,177,43,83,2014
1395,2017-05-06,161,52,69,2014
1396,2017-05-07,216,48,119,2014
1397,2017-05-08,195,44,77,2014
1398,2017-05-09,178,43,76,2014
1399,2017-05-10,172,33,67,2014
1400,2017-05-11,162,43,66,2014
1401,2017-05-12,170,45,74,2014
1402,2017-05-13,204,46,88,2014
1403,2017-05-14,185,58,111,2014
1404,2017-05-15,187,54,100,2014
1405,2017-05-16,197,43,100,2014
1406,2017-05-17,190,40,91,2014
1407,2017-05-18,164,42,72,2014
1408,2017-05-19,168,38,78,2014
1409,2017-05-20,168,44,97,2014
1410,2017-05-21,191,56,106,2014
1411,2017-05-22,172,51,85,2014
1412,2017-05-23,174,38,69,2014
1413,2017-05-24,186,43,86,2014
1414,2017-05-25,170,29,90,2014
1415,2017-05-26,181,42,74,2014
1416,2017-05-27,217,62,126,2014
1417,2017-05-28,242,61,150,2014
1418,2017-05-29,217,51,118,2014
1419,2017-05-30,201,46,94,2014
1420,2017-05-31,172,49,77,2014
1421,2017-06-01,159,41,68,2014
1422,2017-06-02,193,50,86,2014
1423,2017-06-03,180,50,109,2014
1424,2017-06-04,176,53,90,2014
1425,2017-06-05,169,43,80,2014
1426,2017-06-06,187,49,88,2014
1427,2017-06-07,168,45,78,2014
1428,2017-06-08,186,54,81,2014
1429,2017-06-09,139,41,78,2014
1430,2017-06-10,153,44,83,2014
1431,2017-06-11,194,55,136,2014
1432,2017-06-12,162,54,88,2014
1433,2017-06-13,168,43,76,2014
1434,2017-06-14,135,27,71,2014
1435,2017-06-15,184,49,96,2014
1436,2017-06-16,148,42,84,2014
1437,2017-06-17,206,59,114,2014
1438,2017-06-18,190,52,131,2014
1439,2017-06-19,185,59,81,2014
1440,2017-06-20,178,35,77,2014
1441,2017-06-21,175,40,93,2014
1442,2017-06-22,158,39,79,2014
1443,2017-06-23,161,42,80,2014
1444,2017-06-24,182,48,119,2014
1445,2017-06-25,178,48,105,2014
1446,2017-06-26,164,37,76,2014
1447,2017-06-27,162,40,74,2014
1448,2017-06-28,205,45,90,2014
1449,2017-06-29,168,40,92,2014
1450,2017-06-30,145,42,76,2014
1451,2017-07-01,176,54,136,2014
1452,2017-07-02,204,47,141,2014
1453,2017-07-03,165,53,94,2014
1454,2017-07-04,248,62,146,2014
1455,2017-07-05,209,73,125,2014
1456,2017-07-06,175,40,84,2014
1457,2017-07-07,172,43,89,2014
1458,2017-07-08,184,47,124,2014
1459,2017-07-09,208,51,141,2014
1460,2017-07-10,170,28,71,2014
1461,2017-07-11,169,34,72,2014
1462,2017-07-12,184,43,88,2014
1463,2017-07-13,166,29,77,2014
1464,2017-07-14,161,48,68,2014
1465,2017-07-15,183,40,96,2014
1466,2017-07-16,194,59,107,2014
1467,2017-07-17,181,41,94,2014
1468,2017-07-18,162,42,89,2014
1469,2017-07-19,198,44,113,2014
1470,2017-07-20,157,41,69,2014
1471,2017-07-21,153,34,86,2014
1472,2017-07-22,155,41,78,2014
1473,2017-07-23,192,56,110,2014
1474,2017-07-24,154,33,79,2014
1475,2017-07-25,201,50,82,2014
1476,2017-07-26,168,38,80,2014
1477,2017-07-27,155,28,79,2014
1478,2017-07-28,161,40,89,2014
1479,2017-07-29,166,49,97,2014
1480,2017-07-30,205,61,118,2014
1481,2017-07-31,171,42,96,2014
1482,2017-08-01,176,36,123,2014
1483,2017-08-02,166,41,89,2014
1484,2017-08-03,195,48,109,2014
1485,2017-08-04,158,52,57,2014
1486,2017-08-05,193,61,113,2014
1487,2017-08-06,196,51,125,2014
1488,2017-08-07,167,53,77,2014
1489,2017-08-08,183,34,85,2014
1490,2017-08-09,156,32,76,2014
1491,2017-08-10,151,46,59,2014
1492,2017-08-11,165,35,83,2014
1493,2017-08-12,160,39,88,2014
1494,2017-08-13,192,58,129,2014
1495,2017-08-14,170,44,92,2014
1496,2017-08-15,202,41,89,2014
1497,2017-08-16,133,19,70,2014
1498,2017-08-17,148,37,54,2014
1499,2017-08-18,156,48,70,2014
1500,2017-08-19,170,44,113,2014
1501,2017-08-20,191,59,116,2014
1502,2017-08-21,161,43,106,2014
1503,2017-08-22,148,37,65,2014
1504,2017-08-23,187,38,99,2014
1505,2017-08-24,150,41,73,2014
1506,2017-08-25,158,38,84,2014
1507,2017-08-26,150,41,90,2014
